area_name,area_type,data_layer,uncertainty_score,year,scientific_name,fish_name,functional_group,commercial_group,country,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
Fiji,eez,Reconstructed domestic catch,2.0,1950,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Fiji,Subsistence,Landings,Reported,subsistence fishing gear,Direct human consumption,1100.0,5009747.023464293
Fiji,eez,Reconstructed domestic catch,2.0,1950,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,3454.3154758766,15732042.430345085
Fiji,eez,Reconstructed domestic catch,2.0,1950,Miscellaneous marine crustaceans,"Marine crabs, shrimps, lobsters nei",Shrimps,Crustaceans,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,2450.8416540984,6006624.813463584
Fiji,eez,Reconstructed domestic catch,2.0,1950,Miscellaneous aquatic invertebrates,Aquatic invertebrates,Other demersal invertebrates,Other fishes & inverts,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,747.7144029453,634023.8974418156
Fiji,eez,Reconstructed domestic catch,1.0,1950,Miscellaneous aquatic invertebrates,Aquatic invertebrates,Other demersal invertebrates,Other fishes & inverts,Fiji,Artisanal,Landings,Unreported,hand or tools,Direct human consumption,100.2348875116,84994.10174448845
Fiji,eez,Reconstructed domestic catch,2.0,1950,Bivalvia,Clams,Other demersal invertebrates,Molluscs,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,3422.8703779272,11716041.624091491
Fiji,eez,Reconstructed domestic catch,2.0,1950,Gastropoda,Sea snails,Other demersal invertebrates,Molluscs,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,1686.5113755321,2844320.6197991422
Fiji,eez,Reconstructed domestic catch,2.0,1950,Holocentridae,"Squirrel-, soldierfishes",Small reef assoc. fish (<30 cm),Other fishes & inverts,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,712.7952569269,508077.0782975195
Fiji,eez,Reconstructed domestic catch,2.0,1950,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,1398.1753116644,1996883.891813144
Fiji,eez,Reconstructed domestic catch,1.0,1950,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,harpoon,Direct human consumption,17.4546167033,24928.80731173809
Fiji,eez,Reconstructed domestic catch,1.0,1950,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,12.5771606534,17962.790004902774
Fiji,eez,Reconstructed domestic catch,2.0,1950,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Reported,subsistence fishing gear,Direct human consumption,100.0,149817.53116643493
Fiji,eez,Reconstructed domestic catch,2.0,1950,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,1398.1753116644,2094711.7333141372
Fiji,eez,Reconstructed domestic catch,1.0,1950,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale hand lines,Other,34.2454195878,1172.7487627438943
Fiji,eez,Reconstructed domestic catch,2.0,1950,Lutjanidae,Snappers,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,904.7016722534,818485.1157781058
Fiji,eez,Reconstructed domestic catch,2.0,1950,Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Reported,subsistence fishing gear,Direct human consumption,500.0,3154720.811730384
Fiji,eez,Reconstructed domestic catch,2.0,1950,Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,5757.1924597944,36324669.7401012
Fiji,eez,Reconstructed domestic catch,1.0,1950,Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,harpoon,Direct human consumption,29.7538750346,187730.33760228803
Fiji,eez,Reconstructed domestic catch,1.0,1950,Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,22.4952886318,141932.71042541126
Fiji,eez,Reconstructed domestic catch,2.0,1950,Mullidae,Goatfishes,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,3892.9587109086,15155127.524839072
Fiji,eez,Reconstructed domestic catch,2.0,1950,Mugilidae,"Mullets, grey mullets",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Reported,subsistence fishing gear,Direct human consumption,200.0,330021.25009430194
Fiji,eez,Reconstructed domestic catch,2.0,1950,Mugilidae,"Mullets, grey mullets",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,1425.5905138539,2352375.8175231298
Fiji,eez,Reconstructed domestic catch,1.0,1950,Mugilidae,"Mullets, grey mullets",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,cast nets,Direct human consumption,1.9806036513,3268.206464778257
Fiji,eez,Reconstructed domestic catch,1.0,1950,Mugilidae,"Mullets, grey mullets",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,19.7056991787,32516.49738467824
Fiji,eez,Reconstructed domestic catch,1.0,1950,Mugilidae,"Mullets, grey mullets",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,2.8294337876,4668.866378254667
Fiji,eez,Reconstructed domestic catch,2.0,1950,Scaridae,Parrotfishes,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,3399.4850714976,11556498.751335314
Fiji,eez,Reconstructed domestic catch,2.0,1950,Acanthuridae,"Surgeons, tangs, unicornfishes",Small reef assoc. fish (<30 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,3070.5026452237,9427986.494325548
Fiji,eez,Reconstructed domestic catch,2.0,1950,Siganidae,Rabbitfishes,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,2001.3097598333,4005240.7548039816
Fiji,eez,Reconstructed domestic catch,1.0,1950,Scombridae,"Mackerels, tunas, bonitos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale lines,Direct human consumption,81.3616008999,6619.71010098706
Fiji,eez,Reconstructed domestic catch,1.0,1950,Sphyraena,"Barracudas, sennets",Large pelagics (>=90 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,33.4026911416,1115.7397754984177
Fiji,eez,Reconstructed domestic catch,2.0,1950,Rastrelliger kanagurta,Indian mackerel,Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Reported,subsistence fishing gear,Direct human consumption,100.0,10000.000000000002
Fiji,eez,Inferred foreign catch,,1950,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Australia,Industrial,Discards,Unreported,unknown class,Discards,1.0097814096,1480.3395464118328
Fiji,eez,Inferred foreign catch,,1950,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Australia,Industrial,Landings,Reported,unknown class,Direct human consumption,16.8128604691,16454.666291264406
Fiji,eez,Inferred foreign catch,,1950,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Australia,Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0084148451,0.0029569530573217
Fiji,eez,Inferred foreign catch,,1950,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Australia,Industrial,Landings,Reported,unknown class,Other,0.0084148451,0.0029569530573217
Fiji,eez,Inferred foreign catch,,1950,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Guam (USA),Industrial,Landings,Reported,unknown class,Other,0.0067836373,0.158471334001551
Fiji,eez,Inferred foreign catch,,1950,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,North Marianas (USA),Industrial,Discards,Unreported,unknown class,Discards,0.0004093287,0.6000759143091294
Fiji,eez,Reconstructed domestic catch,2.0,1951,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Fiji,Subsistence,Landings,Reported,subsistence fishing gear,Direct human consumption,1100.0,5052609.6187090045
Fiji,eez,Reconstructed domestic catch,2.0,1951,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,3493.2814715536,16045625.058208968
Fiji,eez,Reconstructed domestic catch,2.0,1951,Miscellaneous marine crustaceans,"Marine crabs, shrimps, lobsters nei",Shrimps,Crustaceans,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,2478.4880824474,6142903.174833543
Fiji,eez,Reconstructed domestic catch,2.0,1951,Miscellaneous aquatic invertebrates,Aquatic invertebrates,Other demersal invertebrates,Other fishes & inverts,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,756.1489065094,665187.026680478
Fiji,eez,Reconstructed domestic catch,1.0,1951,Miscellaneous aquatic invertebrates,Aquatic invertebrates,Other demersal invertebrates,Other fishes & inverts,Fiji,Artisanal,Landings,Unreported,hand or tools,Direct human consumption,123.5548409327,108691.65658307474
Fiji,eez,Reconstructed domestic catch,2.0,1951,Bivalvia,Clams,Other demersal invertebrates,Molluscs,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,3461.4816609095,11981855.28881286
Fiji,eez,Reconstructed domestic catch,2.0,1951,Gastropoda,Sea snails,Other demersal invertebrates,Molluscs,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,1705.5358669045,2908852.5932975137
Fiji,eez,Reconstructed domestic catch,2.0,1951,Holocentridae,"Squirrel-, soldierfishes",Small reef assoc. fish (<30 cm),Other fishes & inverts,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,720.8358592095,519604.3359222692
Fiji,eez,Reconstructed domestic catch,2.0,1951,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,1413.9472622955,2051589.438150271
Fiji,eez,Reconstructed domestic catch,1.0,1951,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,harpoon,Direct human consumption,21.6174764457,31366.22385997877
Fiji,eez,Reconstructed domestic catch,1.0,1951,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,0.4651204662,674.8739938640063
Fiji,eez,Reconstructed domestic catch,1.0,1951,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,14.7811252253,21446.91050716413
Fiji,eez,Reconstructed domestic catch,1.0,1951,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,0.1550401554,224.95799795466883
Fiji,eez,Reconstructed domestic catch,2.0,1951,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Reported,subsistence fishing gear,Direct human consumption,100.0,151394.72622955198
Fiji,eez,Reconstructed domestic catch,2.0,1951,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,1413.9472622955,2140641.586782549
Fiji,eez,Reconstructed domestic catch,1.0,1951,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,harpoon,Other,2.0320725414,85.77931182666109
Fiji,eez,Reconstructed domestic catch,1.0,1951,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale gillnets,Other,9.7539481987,411.7406967679741
Fiji,eez,Reconstructed domestic catch,1.0,1951,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale hand lines,Other,28.8010425146,1215.7703804662203
Fiji,eez,Reconstructed domestic catch,1.0,1951,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale purse seine,Other,1.6256580331,68.62344946132885
Fiji,eez,Reconstructed domestic catch,2.0,1951,Lutjanidae,Snappers,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,914.9070520736,837054.9139339521
Fiji,eez,Reconstructed domestic catch,2.0,1951,Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Reported,subsistence fishing gear,Direct human consumption,500.0,3193270.438731259
Fiji,eez,Reconstructed domestic catch,2.0,1951,Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,5822.1357859227,37183308.19093291
Fiji,eez,Reconstructed domestic catch,1.0,1951,Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,harpoon,Direct human consumption,31.2362350973,199491.4923070432
Fiji,eez,Reconstructed domestic catch,1.0,1951,Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,2.800949676,17888.37960142636
Fiji,eez,Reconstructed domestic catch,1.0,1951,Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,27.9004034805,178187.06732584565
Fiji,eez,Reconstructed domestic catch,1.0,1951,Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,2.467503286,15758.81060125659
Fiji,eez,Reconstructed domestic catch,2.0,1951,Mullidae,Goatfishes,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,3936.8727695287,15498967.203456577
Fiji,eez,Reconstructed domestic catch,2.0,1951,Mugilidae,"Mullets, grey mullets",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Reported,subsistence fishing gear,Direct human consumption,200.0,334378.223241778
Fiji,eez,Reconstructed domestic catch,2.0,1951,Mugilidae,"Mullets, grey mullets",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,1441.671718419,2410318.138514264
Fiji,eez,Reconstructed domestic catch,1.0,1951,Mugilidae,"Mullets, grey mullets",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,cast nets,Direct human consumption,2.3867959097,3990.46287754864
Fiji,eez,Reconstructed domestic catch,1.0,1951,Mugilidae,"Mullets, grey mullets",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale seine nets,Direct human consumption,0.3379246832,564.9732757907351
Fiji,eez,Reconstructed domestic catch,1.0,1951,Mugilidae,"Mullets, grey mullets",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,24.0849687547,40267.44529518607
Fiji,eez,Reconstructed domestic catch,1.0,1951,Mugilidae,"Mullets, grey mullets",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,3.4097084424,5700.661253640912
Fiji,eez,Reconstructed domestic catch,2.0,1951,Scaridae,Parrotfishes,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,3437.8325593068,11818692.7058296
Fiji,eez,Reconstructed domestic catch,2.0,1951,Acanthuridae,"Surgeons, tangs, unicornfishes",Small reef assoc. fish (<30 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,3105.1390858255,9641888.74232091
Fiji,eez,Reconstructed domestic catch,2.0,1951,Siganidae,Rabbitfishes,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,2023.8852970112,4096111.695458234
Fiji,eez,Reconstructed domestic catch,1.0,1951,Scombridae,"Mackerels, tunas, bonitos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,harpoon,Direct human consumption,2.0389424022,204.486810738074
Fiji,eez,Reconstructed domestic catch,1.0,1951,Scombridae,"Mackerels, tunas, bonitos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,1.9190046138,192.4581748123055
Fiji,eez,Reconstructed domestic catch,1.0,1951,Scombridae,"Mackerels, tunas, bonitos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale lines,Direct human consumption,96.3326793994,9661.264761228913
Fiji,eez,Reconstructed domestic catch,1.0,1951,Sphyraena,"Barracudas, sennets",Large pelagics (>=90 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,41.1739294888,1695.2924695469778
Fiji,eez,Reconstructed domestic catch,2.0,1951,Rastrelliger kanagurta,Indian mackerel,Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Reported,subsistence fishing gear,Direct human consumption,100.0,9999.999999999996
Fiji,eez,Inferred foreign catch,,1951,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Australia,Industrial,Discards,Unreported,unknown class,Discards,0.4347748019,637.3798596082693
Fiji,eez,Inferred foreign catch,,1951,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Australia,Industrial,Landings,Reported,unknown class,Direct human consumption,7.2390004519,5105.413984846822
Fiji,eez,Inferred foreign catch,,1951,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Australia,Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0036231233,0.0007326810562615
Fiji,eez,Inferred foreign catch,,1951,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Australia,Industrial,Landings,Reported,unknown class,Other,0.0036231233,0.0007326810562615
Fiji,eez,Inferred foreign catch,,1951,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Guam (USA),Industrial,Landings,Reported,unknown class,Other,0.0067836373,0.1629784417077774
Fiji,eez,Inferred foreign catch,,1951,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,North Marianas (USA),Industrial,Discards,Unreported,unknown class,Discards,0.0004093287,0.6000759143091293
Fiji,eez,Reconstructed domestic catch,2.0,1952,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Fiji,Subsistence,Landings,Reported,subsistence fishing gear,Direct human consumption,1100.0,5131584.5911974255
Fiji,eez,Reconstructed domestic catch,2.0,1952,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,3565.0769010886,16631357.901872706
Fiji,eez,Reconstructed domestic catch,2.0,1952,Miscellaneous marine crustaceans,"Marine crabs, shrimps, lobsters nei",Shrimps,Crustaceans,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,2529.427039965,6398001.150505851
Fiji,eez,Reconstructed domestic catch,2.0,1952,Miscellaneous aquatic invertebrates,Aquatic invertebrates,Other demersal invertebrates,Other fishes & inverts,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,771.689605413,710793.50952175
Fiji,eez,Reconstructed domestic catch,1.0,1952,Miscellaneous aquatic invertebrates,Aquatic invertebrates,Other demersal invertebrates,Other fishes & inverts,Fiji,Artisanal,Landings,Unreported,hand or tools,Direct human consumption,149.3977132911,137608.3391558339
Fiji,eez,Reconstructed domestic catch,2.0,1952,Bivalvia,Clams,Other demersal invertebrates,Molluscs,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,3532.6235270019,12479428.98352734
Fiji,eez,Reconstructed domestic catch,2.0,1952,Gastropoda,Sea snails,Other demersal invertebrates,Molluscs,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,1740.5887766539,3029649.289413345
Fiji,eez,Reconstructed domestic catch,2.0,1952,Holocentridae,"Squirrel-, soldierfishes",Small reef assoc. fish (<30 cm),Other fishes & inverts,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,735.6507891135,541182.0835233358
Fiji,eez,Reconstructed domestic catch,2.0,1952,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,1443.0073171073,2146861.5044134078
Fiji,eez,Reconstructed domestic catch,1.0,1952,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,harpoon,Direct human consumption,26.2200753436,39009.41438803709
Fiji,eez,Reconstructed domestic catch,1.0,1952,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,0.9320891322,1386.7332845925596
Fiji,eez,Reconstructed domestic catch,1.0,1952,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,17.2987882546,25736.60031827638
Fiji,eez,Reconstructed domestic catch,1.0,1952,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,0.3106963774,462.24442819751886
Fiji,eez,Reconstructed domestic catch,2.0,1952,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Reported,subsistence fishing gear,Direct human consumption,100.0,154300.73171072794
Fiji,eez,Reconstructed domestic catch,2.0,1952,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,1443.0073171073,2226570.848935877
Fiji,eez,Reconstructed domestic catch,1.0,1952,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,harpoon,Other,3.4401895421,175.5940945008184
Fiji,eez,Reconstructed domestic catch,1.0,1952,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale gillnets,Other,16.5129098019,842.8516536039324
Fiji,eez,Reconstructed domestic catch,1.0,1952,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale hand lines,Other,28.3367315508,1446.3629567312523
Fiji,eez,Reconstructed domestic catch,1.0,1952,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale purse seine,Other,2.7521516337,140.47527560065492
Fiji,eez,Reconstructed domestic catch,2.0,1952,Lutjanidae,Snappers,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,933.7106169518,871815.5162084491
Fiji,eez,Reconstructed domestic catch,2.0,1952,Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Reported,subsistence fishing gear,Direct human consumption,500.0,3259835.484782324
Fiji,eez,Reconstructed domestic catch,2.0,1952,Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,5941.7948351476,38738547.29382104
Fiji,eez,Reconstructed domestic catch,1.0,1952,Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,harpoon,Direct human consumption,33.4756738428,218250.37893977665
Fiji,eez,Reconstructed domestic catch,1.0,1952,Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,5.5976919193,36495.10950278335
Fiji,eez,Reconstructed domestic catch,1.0,1952,Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,33.8714686308,220830.830728532
Fiji,eez,Reconstructed domestic catch,1.0,1952,Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,4.9313000241,32150.453609594904
Fiji,eez,Reconstructed domestic catch,2.0,1952,Mullidae,Goatfishes,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,4017.7850790046,16142596.941071756
Fiji,eez,Reconstructed domestic catch,2.0,1952,Mugilidae,"Mullets, grey mullets",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Reported,subsistence fishing gear,Direct human consumption,200.0,341568.339989526
Fiji,eez,Reconstructed domestic catch,2.0,1952,Mugilidae,"Mullets, grey mullets",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,1471.301578227,2512750.188494881
Fiji,eez,Reconstructed domestic catch,1.0,1952,Mugilidae,"Mullets, grey mullets",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Fiji,Artisanal,Landings,Unreported,cast nets,Direct human consumption,2.8265270541,4827.260769093687
