area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Pacific, Western Central",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,Discards,908.3175635957,1331593.5482313475
"Pacific, Western Central",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","USA",Industrial,Discards,Unreported,longline,Discards,19.2128353413,28166.016610289986
"Pacific, Western Central",high_seas,1950,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,Discards,3.8182340507,5597.531118260252
"Pacific, Western Central",high_seas,1950,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Philippines",Industrial,Landings,Reported,hand lines,Direct human consumption,96.9876281672,142183.8628931179
"Pacific, Western Central",high_seas,1950,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Japan",Industrial,Discards,Unreported,longline,Discards,143.5574758281,210455.25956401645
"Pacific, Western Central",high_seas,1950,"Istiophoridae","Billfishes","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,Discards,77.3245312605,113357.76282789557
"Pacific, Western Central",high_seas,1950,"Isurus","Mako sharks","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,Discards,180.1574942438,264110.88656138844
"Pacific, Western Central",high_seas,1950,"Alopias","Thresher sharks","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,Discards,40.3264742898,59118.61130882257
"Pacific, Western Central",high_seas,1950,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Japan",Industrial,Discards,Unreported,longline,Discards,103.9867825900,152444.62327696587
"Pacific, Western Central",high_seas,1950,"Acanthocybium solandri","Wahoo","Large pelagics (>=90 cm)","Perch-likes","Japan",Industrial,Discards,Unreported,longline,Discards,70.8015761090,103795.11057584912
"Pacific, Western Central",high_seas,1950,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Discards,Unreported,other,Discards,4.3802346756,6421.4240344032805
"Pacific, Western Central",high_seas,1950,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,other,Direct human consumption,528.9169846173,5194081.1939401
"Pacific, Western Central",high_seas,1950,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,pole and line,Discards,66.1745680154,97011.91671062472
"Pacific, Western Central",high_seas,1950,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,pole and line,Direct human consumption,6676.1521544293,248240166.70908692
"Pacific, Western Central",high_seas,1950,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,other,Discards,5.5001972548,8063.289175528265
"Pacific, Western Central",high_seas,1950,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,artisanal fishing gear,Discards,2.1002651781,3078.9887510400113
"Pacific, Western Central",high_seas,1950,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,other,Direct human consumption,556.3126847066,6007564.526296226
"Pacific, Western Central",high_seas,1950,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,artisanal fishing gear,Direct human consumption,211.1668565937,2280369.5685468833
"Pacific, Western Central",high_seas,1950,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,longline,Direct human consumption,6.7989328829,360391.53670057334
"Pacific, Western Central",high_seas,1950,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,Discards,267.7960346733,392588.9868310754
"Pacific, Western Central",high_seas,1950,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,3345.3993947604,58585403.645914964
"Pacific, Western Central",high_seas,1950,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Discards,Unreported,longline,Discards,0.3788020155,555.3237546932999
"Pacific, Western Central",high_seas,1950,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,longline,Direct human consumption,5.4045224463,193284.47357996184
"Pacific, Western Central",high_seas,1950,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Discards,Unreported,other,Discards,1.0323532435,1513.4298549963632
"Pacific, Western Central",high_seas,1950,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,other,Direct human consumption,123.2068159323,409633.4412106922
"Pacific, Western Central",high_seas,1950,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,pole and line,Discards,1.3749982901,2015.7474932391628
"Pacific, Western Central",high_seas,1950,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,Discards,198.3944551874,290846.271304669
"Pacific, Western Central",high_seas,1950,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,pole and line,Direct human consumption,157.5075934846,2235539.611024312
"Pacific, Western Central",high_seas,1950,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,2478.9211363686,35183868.09395624
"Pacific, Western Central",high_seas,1950,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,other,Discards,4.5234586289,6631.390350018375
"Pacific, Western Central",high_seas,1950,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,artisanal fishing gear,Discards,9.3270294605,13673.425189081905
"Pacific, Western Central",high_seas,1950,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,hand lines,Direct human consumption,235.7685629638,4214971.940932034
"Pacific, Western Central",high_seas,1950,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,other,Direct human consumption,456.1609152561,8155054.40667779
"Pacific, Western Central",high_seas,1950,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,artisanal fishing gear,Direct human consumption,943.0742516934,16859887.76083466
"Pacific, Western Central",high_seas,1950,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Discards,Unreported,longline,Discards,4.0763046348,5975.862594608066
"Pacific, Western Central",high_seas,1950,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,longline,Direct human consumption,53.0282135741,3648012.074048971
"Pacific, Western Central",high_seas,1950,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,Discards,278.3177152352,408013.77053480456
"Pacific, Western Central",high_seas,1950,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,pole and line,Direct human consumption,129.2413151582,2341076.7951320773
"Pacific, Western Central",high_seas,1950,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,3493.7168526244,63285176.58945424
"Pacific, Western Central",high_seas,1950,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Discards,Unreported,longline,Discards,11.5534113474,16937.30103535008
"Pacific, Western Central",high_seas,1950,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,longline,Direct human consumption,156.2499491482,180101.79292030807
"Pacific, Western Central",high_seas,1950,"Istiompax indica","Black marlin","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,hand lines,Direct human consumption,1.4375660606,46.00211393093273
"Pacific, Western Central",high_seas,1950,"Xiphias gladius","Swordfish","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,Discards,241.3573864674,353829.9285611669
"Pacific, Western Central",high_seas,1950,"Xiphias gladius","Swordfish","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,hand lines,Direct human consumption,0.0754407148,17.251592409053355
"Pacific, Western Central",high_seas,1950,"Carcharhinus falciformis","Silky shark","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,Discards,200.9563946689,294602.0745846088
"Pacific, Western Central",high_seas,1950,"Carcharhinus longimanus","Oceanic whitetip shark","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,Discards,101.4807989245,148770.85122334686
"Pacific, Western Central",high_seas,1950,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,Discards,1223.5487632901,1793722.4869833086
"Pacific, Western Central",high_seas,1950,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","USA",Industrial,Discards,Unreported,longline,Discards,40.3009572491,59081.20332725079
"Pacific, Western Central",high_seas,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,Discards,739.9560616581,1084775.5863907023
"Pacific, Western Central",high_seas,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","USA",Industrial,Discards,Unreported,longline,Discards,24.8159060993,36380.118341553556
"Pacific, Western Central",high_seas,1951,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,Discards,79.6428943627,116756.48313565127
"Pacific, Western Central",high_seas,1951,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Philippines",Industrial,Landings,Reported,hand lines,Direct human consumption,156.4987243065,229427.12983336844
"Pacific, Western Central",high_seas,1951,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Japan",Industrial,Discards,Unreported,longline,Discards,141.7354458560,207784.16362489402
"Pacific, Western Central",high_seas,1951,"Istiophoridae","Billfishes","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,Discards,70.1741091553,102875.24402173088
"Pacific, Western Central",high_seas,1951,"Isurus","Mako sharks","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,Discards,166.2514729408,243724.6593311713
"Pacific, Western Central",high_seas,1951,"Alopias","Thresher sharks","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,Discards,35.6982495180,52333.63379345399
"Pacific, Western Central",high_seas,1951,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Japan",Industrial,Discards,Unreported,longline,Discards,109.4852832542,160505.42525071604
"Pacific, Western Central",high_seas,1951,"Acanthocybium solandri","Wahoo","Large pelagics (>=90 cm)","Perch-likes","Japan",Industrial,Discards,Unreported,longline,Discards,67.8132288884,99414.19355038479
"Pacific, Western Central",high_seas,1951,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Discards,Unreported,other,Discards,5.8046820780,8509.663926280353
"Pacific, Western Central",high_seas,1951,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,other,Direct human consumption,687.6141083104,7556212.590223251
"Pacific, Western Central",high_seas,1951,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,pole and line,Discards,228.8009060671,335422.128294429
"Pacific, Western Central",high_seas,1951,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,purse seine,Discards,30.0978796973,44123.49163620333
"Pacific, Western Central",high_seas,1951,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,other,Discards,4.0783660054,5978.884563930512
"Pacific, Western Central",high_seas,1951,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,pole and line,Direct human consumption,23180.8352543007,2397712476.250618
"Pacific, Western Central",high_seas,1951,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,purse seine,Direct human consumption,421.1455716159,43561242.737951435
"Pacific, Western Central",high_seas,1951,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,other,Direct human consumption,403.7986143949,41766958.136144884
"Pacific, Western Central",high_seas,1951,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,other,Discards,6.6371387707,9730.045437871428
"Pacific, Western Central",high_seas,1951,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,artisanal fishing gear,Discards,2.3802547921,3489.453525199581
"Pacific, Western Central",high_seas,1951,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,other,Direct human consumption,705.2019954389,7898878.799306647
"Pacific, Western Central",high_seas,1951,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,artisanal fishing gear,Direct human consumption,275.8648051979,3089926.9646790186
"Pacific, Western Central",high_seas,1951,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,longline,Direct human consumption,2.8911595302,138396.80097907144
"Pacific, Western Central",high_seas,1951,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,Discards,223.0553985681,326999.2143008576
"Pacific, Western Central",high_seas,1951,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,2519.1408851331,30691272.804719992
"Pacific, Western Central",high_seas,1951,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Discards,Unreported,longline,Discards,0.5001006096,733.1474936987173
"Pacific, Western Central",high_seas,1951,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,longline,Direct human consumption,5.3109084013,94206.58689634099
"Pacific, Western Central",high_seas,1951,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Discards,Unreported,other,Discards,1.4157600699,2075.5042625121514
"Pacific, Western Central",high_seas,1951,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,other,Direct human consumption,151.8348766225,573299.2807343396
"Pacific, Western Central",high_seas,1951,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,pole and line,Discards,2.3360009820,3424.5774396796896
"Pacific, Western Central",high_seas,1951,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,Discards,166.1784635190,243617.62751879785
"Pacific, Western Central",high_seas,1951,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,purse seine,Discards,6.8051661861,9976.373628789885
"Pacific, Western Central",high_seas,1951,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,pole and line,Direct human consumption,197.1881514415,2213085.6106056855
"Pacific, Western Central",high_seas,1951,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,1876.7930057777,21063657.044343412
"Pacific, Western Central",high_seas,1951,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,purse seine,Direct human consumption,205.5138733920,2306527.003061238
"Pacific, Western Central",high_seas,1951,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,other,Discards,5.4725014365,8022.687105972411
"Pacific, Western Central",high_seas,1951,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,artisanal fishing gear,Discards,11.0739439308,16234.401802599401
"Pacific, Western Central",high_seas,1951,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,hand lines,Direct human consumption,277.8161955750,5144336.903690839
"Pacific, Western Central",high_seas,1951,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,other,Direct human consumption,517.7284465080,9586804.498380305
"Pacific, Western Central",high_seas,1951,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,artisanal fishing gear,Direct human consumption,1111.0456843588,20573290.566818036
"Pacific, Western Central",high_seas,1951,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Discards,Unreported,longline,Discards,5.9602981752,8737.797124772576
"Pacific, Western Central",high_seas,1951,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,longline,Direct human consumption,64.8529920320,4445158.00288736
"Pacific, Western Central",high_seas,1951,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,Discards,232.2053174143,340412.9953293547
"Pacific, Western Central",high_seas,1951,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,purse seine,Discards,5.4293928327,7959.489892667732
"Pacific, Western Central",high_seas,1951,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,pole and line,Direct human consumption,206.6917040895,2836636.3269448434
"Pacific, Western Central",high_seas,1951,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,3372.5621673857,46285033.06906656
"Pacific, Western Central",high_seas,1951,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,purse seine,Direct human consumption,310.4628477424,4260791.191170913
"Pacific, Western Central",high_seas,1951,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Discards,Unreported,longline,Discards,18.2397829501,26739.521804917702
"Pacific, Western Central",high_seas,1951,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,longline,Direct human consumption,258.8608036402,326079.8768641546
"Pacific, Western Central",high_seas,1951,"Istiompax indica","Black marlin","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,hand lines,Direct human consumption,1.1381040315,38.695537067840846
"Pacific, Western Central",high_seas,1951,"Xiphias gladius","Swordfish","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,Discards,195.8834145006,287165.08565785125
"Pacific, Western Central",high_seas,1951,"Xiphias gladius","Swordfish","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,hand lines,Direct human consumption,4.3115159902,1012.6254323265955
"Pacific, Western Central",high_seas,1951,"Carcharhinus falciformis","Silky shark","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,Discards,184.9515636807,271138.9923559729
"Pacific, Western Central",high_seas,1951,"Carcharhinus longimanus","Oceanic whitetip shark","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,Discards,107.3718581359,157407.1440273004
"Pacific, Western Central",high_seas,1951,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,Discards,1094.1294521012,1603993.7767803362
"Pacific, Western Central",high_seas,1951,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","USA",Industrial,Discards,Unreported,longline,Discards,58.8375175652,86255.80075062708
"Pacific, Western Central",high_seas,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,Discards,765.9491451536,1122881.4467951253
"Pacific, Western Central",high_seas,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","USA",Industrial,Discards,Unreported,longline,Discards,18.2084946982,26693.653227491006
"Pacific, Western Central",high_seas,1952,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,mixed gear,Direct human consumption,0.0004669271,0.6845150859628754
"Pacific, Western Central",high_seas,1952,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,Discards,170.4262941819,249844.94727060184
"Pacific, Western Central",high_seas,1952,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Philippines",Industrial,Landings,Reported,hand lines,Direct human consumption,138.2053514202,202609.0451819948
"Pacific, Western Central",high_seas,1952,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Japan",Industrial,Discards,Unreported,longline,Discards,180.3752075559,264430.0542769554
"Pacific, Western Central",high_seas,1952,"Istiophoridae","Billfishes","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,Discards,63.7310286982,93429.6880715063
"Pacific, Western Central",high_seas,1952,"Isurus","Mako sharks","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,Discards,189.0793723424,277190.3598539092
"Pacific, Western Central",high_seas,1952,"Alopias","Thresher sharks","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,Discards,37.3351685310,54733.35706651857
"Pacific, Western Central",high_seas,1952,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Japan",Industrial,Discards,Unreported,longline,Discards,101.2977019196,148502.4310141
"Pacific, Western Central",high_seas,1952,"Acanthocybium solandri","Wahoo","Large pelagics (>=90 cm)","Perch-likes","Japan",Industrial,Discards,Unreported,longline,Discards,62.1141873371,91059.39863621497
"Pacific, Western Central",high_seas,1952,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Discards,Unreported,other,Discards,3.8181464424,5597.402684561492
"Pacific, Western Central",high_seas,1952,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,other,Direct human consumption,416.7513138090,5073464.417126645
"Pacific, Western Central",high_seas,1952,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,pole and line,Discards,105.3375243990,154424.81076887244
"Pacific, Western Central",high_seas,1952,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,purse seine,Discards,20.6448614282,30265.36685375475
"Pacific, Western Central",high_seas,1952,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,other,Discards,1.3858532812,2031.6609102362183
"Pacific, Western Central",high_seas,1952,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,pole and line,Direct human consumption,10627.6322365895,942287485.4264134
"Pacific, Western Central",high_seas,1952,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,purse seine,Direct human consumption,502.9710562207,44595383.17262395
"Pacific, Western Central",high_seas,1952,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,other,Direct human consumption,353.8122554051,31370379.877358977
"Pacific, Western Central",high_seas,1952,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,other,Discards,4.8823051306,7157.459321494207
"Pacific, Western Central",high_seas,1952,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Discards,Unreported,artisanal fishing gear,Discards,2.1257460848,3116.34376024647
"Pacific, Western Central",high_seas,1952,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,other,Direct human consumption,416.8866666444,4845157.444742401
"Pacific, Western Central",high_seas,1952,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Philippines",Industrial,Landings,Reported,artisanal fishing gear,Direct human consumption,167.9728419776,1952220.905440255
"Pacific, Western Central",high_seas,1952,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,longline,Direct human consumption,7.3090519466,573749.8546135236
"Pacific, Western Central",high_seas,1952,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,Discards,229.6433194103,336657.10625544284
"Pacific, Western Central",high_seas,1952,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,other,Discards,0.1066113417,156.29222692444236
"Pacific, Western Central",high_seas,1952,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,144.6332115999,3412075.3605409134
